100, 99.99999999999636
101, 96.24208304010881
102, 93.40605207599856
103, 91.49190710766743
104, 90.4996481351127
105, 90.42927515833526
106, 91.28078817733604
107, 93.05418719211502
108, 95.7494722026704
109, 99.366643209004
110, 103.9057002111158
111, 109.366643209004
112, 115.7494722026704
113, 123.05418719211502
114, 131.28078817733694
115, 140.42927515833617
116, 150.4996481351127
117, 161.49190710766743
118, 173.40605207599947
119, 186.2420830401088
120, 199.99999999999727
121, 214.67980295566213
122, 230.28149190710428
123, 246.80506685432556
124, 264.25052779732323
125, 282.6178747360982
126, 301.9071076706514
127, 322.1182266009828
128, 343.25123152709057
129, 365.30612244897657
130, 388.2828993666408
131, 412.1815622800814
132, 437.0021111893002
133, 462.7445460942963
134, 489.40886699507064
135, 516.9950738916223
136, 545.5031667839512
137, 574.9331456720593
138, 605.2850105559437
139, 636.5587614356064
140, 668.7543983110463
141, 701.8719211822627
142, 735.9113300492581
143, 770.87262491203
144, 806.7558057705801
145, 843.5608726249102
146, 881.2878254750149
147, 919.9366643208978
148, 959.507389162558
149, 999.9999999999964
150, 0
151, 999.9999999999964
152, 959.507389162558
153, 919.9366643208978
154, 881.2878254750149
155, 843.5608726249102
156, 806.7558057705801
157, 770.87262491203
158, 735.9113300492581
159, 701.8719211822627
160, 668.7543983110463
161, 636.5587614356064
162, 605.2850105559437
163, 574.9331456720593
164, 545.5031667839512
165, 516.9950738916223
166, 489.40886699507064
167, 462.7445460942963
168, 437.0021111893002
169, 412.1815622800814
170, 388.2828993666408
171, 365.30612244897657
172, 343.25123152709057
173, 322.1182266009828
174, 301.9071076706514
175, 282.6178747360982
176, 264.25052779732323
177, 246.80506685432556
178, 230.28149190710428
179, 214.67980295566213
180, 199.99999999999727
181, 186.2420830401088
182, 173.40605207599947
183, 161.49190710766743
184, 150.4996481351127
185, 140.42927515833617
186, 131.28078817733694
187, 123.05418719211502
188, 115.7494722026704
189, 109.366643209004
190, 103.9057002111158
191, 99.366643209004
192, 95.7494722026704
193, 93.05418719211502
194, 91.28078817733604
195, 90.42927515833526
196, 90.4996481351127
197, 91.49190710766743
198, 93.40605207599856
199, 96.24208304010881
200, 99.99999999999636
